UFID|UF_SECURITY_FLG|UF_PROTECT_FLG|UF_PUBLISH_FLG
82915155|N|N|Y
82915188|N|N|Y
82915253|N|N|Y
82915284|N|N|Y
82915349|N|N|Y
82915390|N|N|N
82915446|N|N|Y
82915531|N|N|Y
82915561|N|N|N
82915570|N|N|Y
82915670|N|N|Y
82915684|N|N|Y
82915760|N|N|Y
82915790|N|N|N
82915825|N|N|Y
82915829|N|N|Y
82915850|N|N|N
82915981|N|N|N
82916011|N|N|N
82916030|N|N|N
82916051|N|N|Y
82916064|N|N|Y
82916066|N|N|Y
82916081|N|N|Y
82916130|N|N|Y
82916159|N|N|Y
82916170|N|N|Y
82916180|N|N|N
82916183|N|N|Y
82916189|N|N|Y
82916198|N|N|Y
82916210|N|N|N
82916269|N|N|Y
82916320|N|N|N
82916366|N|N|Y
82916387|N|N|Y
82916401|N|N|N
82916439|N|N|Y
82916445|N|N|Y
82916570|N|N|N
82916572|N|N|Y
82916606|N|N|N
82916650|N|N|N
82916730|N|N|N
82916765|N|N|Y
82916821|N|N|N
82916840|N|N|N
82916870|N|N|N
82916907|N|N|Y
82916935|N|N|Y
82917060|N|N|N
82917116|N|N|Y
82917120|N|N|N
82917137|N|N|Y
82917241|N|N|N
82917315|N|N|Y
82917338|N|N|Y
82917448|N|N|Y
82917469|N|N|Y
82917510|N|N|N
82917589|N|N|N
82917661|N|N|N
82917740|N|N|Y
82917818|N|N|Y
82917880|N|N|Y
82917921|N|N|Y
82917986|N|N|Y
82917989|N|N|Y
82917994|N|N|Y
82917996|N|N|Y
82918000|N|N|N
82918038|N|N|Y
82918058|N|N|Y
82918076|N|N|Y
82918081|N|N|N
82918142|N|N|Y
82918149|N|N|Y
82918151|N|N|Y
82918320|N|N|N
82918379|N|N|Y
82918394|N|N|Y
82918418|N|N|Y
82918419|N|N|N
82918448|N|N|Y
82918457|N|N|Y
82918501|N|N|N
82918510|N|N|N
82918511|N|N|N
82918530|N|N|Y
82918584|N|N|Y
82918615|N|N|Y
82918748|N|N|Y
82918801|N|N|Y
82918860|N|N|Y
82918891|N|N|Y
82918909|N|N|Y
82918916|N|N|Y
82918921|N|N|N
82918928|N|N|Y
82918934|N|N|Y
82918938|N|N|Y
82918960|N|N|N
82918991|N|N|Y
82918995|N|N|N
82919009|N|N|Y
82919028|N|N|N
82919053|N|N|Y
82919071|N|N|Y
82919121|N|N|Y
82919129|N|N|Y
82919133|N|N|N
82919142|N|N|Y
82919148|N|N|Y
82919151|N|N|Y
82919159|N|N|Y
82919167|N|N|N
82919170|N|N|N
82919230|N|N|N
82919237|N|N|Y
82919300|N|N|Y
82919314|N|N|Y
82919318|N|N|Y
82919341|N|N|N
82919350|N|N|N
82919357|N|N|Y
82919403|N|N|Y
82919411|N|N|Y
82919414|N|N|Y
82919417|N|N|Y
82919430|N|Y|N
82919441|N|N|Y
82919461|N|N|N
82919536|N|N|Y
82919544|N|N|Y
82919560|N|N|Y
82919563|N|N|Y
82919612|N|N|Y
82919616|N|N|Y
82919651|N|N|Y
82919698|N|N|Y
82919760|N|N|N
82919761|N|N|N
82919818|N|N|Y
82919834|N|N|Y
82919862|N|N|Y
82919872|N|N|Y
82919874|N|N|Y
82919898|N|N|Y
82919919|N|N|Y
82919930|N|N|N
82919949|N|N|Y
82920116|N|N|Y
82920153|N|N|Y
82920181|N|N|N
82920287|N|N|Y
82920370|N|N|Y
82920540|N|N|N
82920601|N|N|N
82920606|N|N|Y
82920675|N|N|Y
82920694|N|N|Y
82920745|N|N|N
82920820|N|N|Y
82920850|N|N|N
82920880|N|N|N
82920898|N|N|Y
82921021|N|N|N
82921029|N|N|Y
82921030|N|N|Y
82921049|N|N|Y
82921083|N|N|Y
82921160|N|N|N
82921221|N|N|Y
82921235|N|N|Y
82921300|N|N|N
82921441|N|N|N
82921511|N|N|Y
82921569|N|N|Y
82921578|N|N|N
82921619|N|N|Y
82921658|N|N|Y
82921673|N|N|Y
82921679|N|N|Y
82921773|N|N|Y
82921776|N|N|Y
82921780|N|N|N
82921805|N|N|Y
82921810|N|N|N
82921861|N|N|N
82921871|N|N|Y
82921908|N|N|Y
82921914|N|N|Y
82921915|N|N|Y
82921916|N|N|Y
82921919|N|N|Y
82921943|N|N|Y
82921960|N|N|N
82921980|N|N|N
82922040|N|N|N
82922163|N|N|N
82922281|N|N|N
82922290|N|N|N
82922300|N|N|Y
82922310|N|N|N
82922317|N|N|Y
82922323|N|N|N
82922400|N|N|Y
82922516|N|N|Y
82922590|N|N|N
82922701|N|N|N
82922858|N|N|Y
82922936|N|N|Y
82923010|N|N|N
82923044|N|N|Y
82923110|N|N|N
82923121|N|N|N
82923140|N|N|N
82923164|N|N|Y
82923171|N|N|Y
82923220|N|N|Y
82923259|N|N|Y
82923360|N|N|Y
82923375|N|N|Y
82923399|N|N|Y
82923485|N|N|Y
82923541|N|N|N
82923609|N|N|Y
82923708|N|N|Y
82923845|N|N|Y
82923901|N|N|N
82923910|N|N|N
82923940|N|N|Y
82923961|N|N|N
82923997|N|N|Y
82924002|N|N|Y
82924040|N|N|N
82924306|N|N|Y
82924381|N|N|N
82924481|N|N|Y
82924550|N|N|Y
82924696|N|N|Y
82924745|N|N|Y
82924801|N|N|N
82924917|N|N|Y
82924961|N|N|Y
82924981|N|N|Y
82925022|N|N|Y
82925221|N|N|N
82925246|N|N|Y
82925430|N|N|Y
82925479|N|N|N
82925488|N|N|Y
82925530|N|N|N
82925563|N|N|Y
82925641|N|N|N
82925751|N|N|Y
82926010|N|N|N
82926050|N|N|N
82926061|N|N|N
82926104|N|N|Y
82926134|N|N|Y
82926141|N|N|Y
82926170|N|N|Y
82926231|N|N|Y
82926348|N|N|Y
82926399|N|N|Y
82926481|N|N|N
82926645|N|N|Y
82926660|N|N|N
82926680|N|N|N
82926709|N|N|Y
82926710|N|N|Y
82926838|N|N|Y
82926860|N|N|N
82926901|N|N|N
82926910|N|N|Y
82926939|N|N|Y
82926974|N|N|Y
82927057|N|N|N
82927083|N|N|Y
82927186|N|N|Y
82927310|N|N|Y
82927321|N|N|N
82927620|N|N|N
82927706|N|N|Y
82927717|N|N|Y
82927720|N|N|N
82927727|N|N|Y
82927741|N|N|N
82927920|N|N|N
82928080|N|N|N
82928161|N|N|N
82928179|N|N|N
82928229|N|N|Y
82928268|N|N|Y
82928318|N|N|Y
82928321|N|N|N
82928428|N|N|Y
82928431|N|N|Y
82928460|N|N|Y
82928480|N|N|Y
82928497|N|N|Y
82928577|N|N|Y
82928581|N|N|N
82928635|N|N|N
82928809|N|N|Y
82928818|N|N|Y
82928840|N|N|N
82928859|N|N|Y
82928886|N|N|Y
82928934|N|N|Y
82928949|N|N|Y
82929001|N|N|N
82929010|N|N|N
82929022|N|N|Y
82929083|N|N|Y
82929128|N|N|Y
82929161|N|N|Y
82929170|N|N|N
82929171|N|N|Y
82929176|N|N|Y
82929181|N|N|Y
82929203|N|N|Y
82929310|N|N|N
82929350|N|N|Y
82929352|N|N|Y
82929421|N|N|N
82929426|N|N|Y
82929439|N|N|Y
82929514|N|N|Y
82929517|N|N|Y
82929581|N|N|Y
82929630|N|N|Y
82929675|N|N|Y
82929820|N|N|N
82929841|N|N|N
82929891|N|N|Y
82929946|N|N|Y
82930101|N|N|Y
82930202|N|N|Y
82930213|N|N|N
82930237|N|N|Y
82930261|N|N|N
82930304|N|N|Y
82930432|N|N|Y
82930470|N|N|N
82930614|N|N|Y
82930681|N|N|N
82930689|N|N|Y
82930782|N|N|Y
82930840|N|N|Y
82930870|N|N|N
82930890|N|N|Y
82930973|N|N|Y
82931100|N|N|N
82931101|N|N|N
82931130|N|N|N
82931191|N|N|Y
82931198|N|N|Y
82931270|N|N|N
82931310|N|N|Y
82931371|N|N|Y
82931400|N|N|N
82931432|N|N|Y
82931509|N|N|Y
82931514|N|N|Y
82931521|N|N|N
82931526|N|N|Y
82931760|N|N|N
82931791|N|N|N
82931800|N|N|N
82931821|N|N|Y
82931850|N|N|N
82931908|N|N|Y
82931940|N|N|N
82931941|N|N|N
82931944|N|N|Y
82931951|N|N|Y
82931971|N|N|Y
82932055|N|N|Y
82932071|N|N|Y
82932140|N|N|N
82932160|N|N|N
82932173|N|N|N
82932175|N|N|Y
82932191|N|N|Y
82932260|N|N|N
82932270|N|N|N
82932361|N|N|N
82932430|N|N|N
82932460|N|N|Y
82932500|N|N|Y
82932590|N|N|N
82932596|N|N|Y
82932642|N|N|Y
82932645|N|N|Y
82932781|N|N|N
82932810|N|N|Y
82932840|N|N|N
82932880|N|N|Y
82932918|N|N|Y
82932942|N|N|Y
82933130|N|N|N
82933137|N|N|Y
82933143|N|N|Y
82933201|N|N|N
82933360|N|N|N
82933369|N|N|N
82933550|N|N|N
82933621|N|N|N
82933650|N|N|N
82933661|N|N|Y
82933670|N|N|Y
82933678|N|N|Y
82933860|N|N|N
82933890|N|N|Y
82933950|N|N|N
82934000|N|N|Y
82934041|N|N|N
82934061|N|N|Y
82934130|N|N|N
82934191|N|N|Y
82934219|N|N|Y
82934280|N|N|Y
82934313|N|N|Y
82934380|N|N|N
82934404|N|N|Y
82934419|N|N|Y
82934461|N|N|N
82934565|N|N|N
82934606|N|N|Y
82934760|N|N|Y
82934881|N|N|N
82934889|N|N|Y
82934892|N|N|Y
82934947|N|N|N
82935046|N|N|Y
82935147|N|N|Y
82935239|N|N|Y
82935264|N|N|Y
82935270|N|N|N
82935301|N|N|N
82935405|N|N|Y
82935416|N|N|Y
82935619|N|N|Y
82935640|N|N|N
82935661|N|N|Y
82935721|N|N|N
82935842|N|N|Y
82935850|N|N|N
82935890|N|N|Y
82935910|N|N|Y
82935919|N|N|N
82935922|N|N|Y
82936049|N|N|N
82936110|N|N|N
82936128|N|N|Y
82936141|N|N|N
82936196|N|N|Y
82936303|N|N|N
82936339|N|N|Y
82936370|N|N|N
82936383|N|N|Y
82936398|N|N|Y
82936419|N|N|Y
82936443|N|N|Y
82936525|N|N|N
82936561|N|N|N
82936599|N|N|Y
82936608|N|N|N
82936633|N|N|Y
82936644|N|N|Y
82936650|N|N|N
82936840|N|N|N
82936909|N|N|Y
82936924|N|N|Y
82936933|N|N|Y
82936955|N|N|Y
82936981|N|N|N
82936983|N|N|Y
82936990|N|N|N
82936998|N|N|Y
82937181|N|N|Y
82937230|N|N|N
82937338|N|N|Y
82937340|N|N|Y
82937376|N|N|Y
82937398|N|N|Y
82937401|N|N|N
82937460|N|N|N
82937465|N|N|Y
82937698|N|N|Y
82937821|N|N|N
82937870|N|N|N
82937900|N|N|Y
82937919|N|N|Y
82937930|N|N|N
82937940|N|N|Y
82938006|N|N|Y
82938018|N|N|Y
82938103|N|N|N
82938111|N|N|Y
82938119|N|N|Y
82938120|N|N|N
82938160|N|N|Y
82938241|N|N|N
82938330|N|N|N
82938333|N|N|Y
82938337|N|N|N
82938453|N|N|Y
82938460|N|N|N
82938479|N|N|Y
82938521|N|N|Y
82938547|N|N|Y
82938553|N|N|Y
82938556|N|N|Y
82938570|N|N|Y
82938590|N|N|N
82938596|N|N|Y
82938651|N|N|Y
82938661|N|N|N
82938740|N|N|Y
82938746|N|N|Y
82938747|N|N|Y
82938753|N|N|Y
82938853|N|N|Y
82938862|N|N|Y
82938930|N|N|N
82939020|N|N|N
82939050|N|N|Y
82939081|N|N|N
82939088|N|N|Y
82939126|N|N|Y
82939140|N|N|N
82939141|N|N|Y
82939300|N|N|N
82939355|N|N|Y
82939441|N|N|Y
82939450|N|N|Y
82939483|N|N|Y
82939501|N|N|N
82939526|N|N|Y
82939550|N|N|N
82939593|N|N|Y
82939601|N|N|Y
82939605|N|N|Y
82939626|N|N|Y
82939629|N|N|Y
82939681|N|N|N
82939691|N|N|Y
82939912|N|N|Y
82939919|N|N|Y
82939921|N|N|N
82939949|N|N|Y
82939950|N|N|Y
82939989|N|N|Y
82940010|N|N|N
82940040|N|N|N
82940114|N|N|Y
82940156|N|N|Y
82940161|N|N|Y
82940170|N|N|Y
82940183|N|N|N
82940190|N|N|N
82940331|N|N|Y
82940338|N|N|Y
82940341|N|N|N
82940348|N|N|Y
82940473|N|N|Y
82940580|N|N|N
82940620|N|N|N
82940710|N|N|N
82940711|N|N|Y
82940761|N|N|N
82940870|N|N|Y
82940891|N|N|Y
82941028|N|N|Y
82941053|N|N|Y
82941090|N|N|N
82941091|N|N|Y
82941181|N|N|N
82941200|N|Y|Y
82941252|N|N|Y
82941259|N|N|N
82941359|N|N|Y
82941365|N|N|Y
82941391|N|N|Y
82941401|N|N|Y
82941421|N|N|Y
82941460|N|N|N
82941500|N|N|N
82941516|N|N|Y
82941580|N|N|N
82941601|N|N|N
82941611|N|N|Y
82941650|N|N|Y
82941660|N|N|Y
82941671|N|N|Y
82941684|N|N|Y
82941691|N|N|Y
82941701|N|N|Y
82941751|N|N|Y
82941764|N|N|Y
82941768|N|N|Y
82941793|N|N|Y
82941834|N|N|Y
82941901|N|N|Y
82941904|N|N|Y
82941924|N|N|Y
82941935|N|N|Y
82941939|N|N|Y
82941950|N|N|Y
82941959|N|N|Y
82941978|N|N|Y
82942021|N|N|N
82942130|N|N|N
82942258|N|N|Y
82942310|N|N|Y
82942334|N|N|Y
82942380|N|N|N
82942410|N|N|Y
82942441|N|N|N
82942486|N|N|Y
82942491|N|N|Y
82942539|N|N|Y
82942577|N|N|Y
82942693|N|N|Y
82942808|N|N|Y
82942826|N|N|N
82942831|N|N|Y
82942837|N|N|N
82942861|N|N|N
82942875|N|N|Y
82942912|N|N|N
82942979|N|N|N
82943010|N|N|N
82943060|N|N|Y
82943069|N|N|Y
82943083|N|N|N
82943260|N|N|N
82943281|N|N|N
82943289|N|N|Y
82943296|N|N|Y
82943320|N|N|Y
82943390|N|N|N
82943410|N|N|N
82943416|N|N|Y
82943661|N|N|Y
82943680|N|N|N
82943701|N|N|N
82943820|N|N|N
82943860|N|N|N
82943871|N|N|Y
82943916|N|N|Y
82943917|N|N|Y
82943957|N|N|Y
82943962|N|N|Y
82943979|N|N|Y
82944063|N|N|Y
82944121|N|N|N
82944160|N|N|N
82944230|N|N|N
82944300|N|N|N
82944314|N|N|Y
82944383|N|N|Y
82944391|N|N|Y
82944415|N|N|N
82944429|N|N|N
82944436|N|N|Y
82944439|N|N|Y
82944498|N|N|Y
82944528|N|N|Y
82944541|N|N|N
82944551|N|N|Y
82944584|N|N|Y
82944633|N|N|Y
82944806|N|N|Y
82944844|N|N|Y
82944848|N|N|Y
82944900|N|N|N
82944909|N|N|N
82944920|N|N|N
82944961|N|N|N
82944969|N|N|Y
82944970|N|N|Y
82945039|N|N|Y
82945111|N|N|Y
82945160|N|N|Y
82945169|N|N|Y
82945198|N|N|Y
82945232|N|N|Y
82945268|N|N|Y
82945289|N|N|Y
82945381|N|N|N
82945515|N|N|Y
82945549|N|N|Y
82945580|N|N|Y
82945603|N|N|Y
82945730|N|N|N
82945801|N|N|N
82945890|N|N|N
82945940|N|N|N
82945964|N|N|Y
82945993|N|N|N
82946090|N|N|N
82946121|N|N|Y
82946170|N|N|N
82946215|N|N|Y
82946221|N|N|N
82946253|N|N|N
82946292|N|N|Y
82946320|N|N|N
82946322|N|N|Y
82946326|N|N|Y
82946460|N|N|N
82946540|N|N|N
82946600|N|N|N
82946630|N|N|N
82946641|N|N|N
82946662|N|N|Y
82946696|N|N|Y
82946710|N|N|Y
82946781|N|N|Y
82946854|N|N|Y
82947035|N|N|Y
82947050|N|N|N
82947061|N|N|N
82947112|N|N|Y
82947116|N|N|Y
82947184|N|N|N
82947203|N|N|Y
82947230|N|N|N
82947410|N|N|Y
82947440|N|N|N
82947464|N|N|Y
82947481|N|N|N
82947571|N|N|N
82947580|N|N|N
82947636|N|N|Y
82947685|N|N|Y
82947699|N|N|Y
82947744|N|N|Y
82947778|N|N|Y
82947826|N|N|Y
82947850|N|N|N
82947901|N|N|N
82947919|N|N|Y
82948020|N|N|N
82948060|N|N|N
82948140|N|N|N
82948150|N|N|N
82948151|N|N|Y
82948178|N|N|Y
82948285|N|N|Y
82948321|N|N|N
82948349|N|N|N
82948370|N|N|N
82948373|N|N|Y
82948390|N|N|N
82948498|N|N|Y
82948521|N|N|Y
82948563|N|N|Y
82948571|N|N|Y
82948640|N|N|N
82948741|N|N|N
82948826|N|N|Y
82948929|N|N|Y
82949050|N|N|N
82949064|N|N|Y
82949118|N|N|Y
82949149|N|N|N
82949161|N|N|N
82949216|N|N|Y
82949264|N|N|Y
82949288|N|N|Y
82949299|N|N|Y
82949322|N|N|Y
82949367|N|N|Y
82949411|N|N|Y
82949450|N|N|Y
82949488|N|N|N
82949501|N|N|Y
82949505|N|N|Y
82949532|N|N|Y
82949581|N|N|N
82949583|N|N|Y
82949639|N|N|N
82949663|N|N|N
82949704|N|N|Y
82949810|N|N|N
82949851|N|N|Y
82949857|N|N|Y
82949893|N|N|Y
82949899|N|N|Y
82949906|N|N|N
82949908|N|N|Y
82949926|N|N|N
82949948|N|N|Y
82949957|N|N|N
82950001|N|N|N
82950007|N|N|Y
82950170|N|N|N
82950421|N|N|N
82950449|N|N|Y
82950510|N|N|N
82950550|N|N|N
82950610|N|N|N
82950620|N|N|Y
82950718|N|N|N
82950727|N|N|N
82950750|N|N|Y
82950773|N|N|Y
82950841|N|N|N
82950882|N|N|N
82950900|N|N|N
82950990|N|N|Y
82950999|N|N|Y
82951000|N|N|Y
82951040|N|N|N
82951045|N|N|Y
82951131|N|N|Y
82951145|N|N|Y
82951153|N|N|Y
82951189|N|N|Y
82951198|N|N|Y
82951250|N|N|Y
82951261|N|N|N
82951276|N|N|Y
82951281|N|N|Y
82951303|N|N|Y
82951321|N|N|Y
82951340|N|N|N
82951381|N|N|Y
82951401|N|N|Y
82951410|N|N|N
82951490|N|N|Y
82951493|N|N|Y
82951530|N|N|N
82951531|N|N|Y
82951581|N|N|Y
82951614|N|N|Y
82951681|N|N|N
82951740|N|N|N
82951808|N|N|Y
82951846|N|N|Y
82951894|N|N|Y
82951905|N|N|Y
82951990|N|N|N
82951995|N|N|Y
82952072|N|N|Y
82952101|N|N|N
82952150|N|N|N
82952160|N|N|Y
82952210|N|N|N
82952236|N|N|Y
82952305|N|N|N
82952388|N|N|Y
82952393|N|N|Y
82952439|N|N|Y
82952448|N|N|Y
82952521|N|N|N
82952613|N|N|Y
82952810|N|N|N
82952941|N|N|N
82952979|N|N|Y
82953010|N|N|N
82953070|N|N|N
82953090|N|N|N
82953120|N|N|N
82953143|N|N|Y
82953154|N|N|Y
82953352|N|N|Y
82953361|N|N|N
82953500|N|N|N
82953506|N|N|Y
82953540|N|N|N
82953563|N|N|Y
82953673|N|N|Y
82953687|N|N|Y
82953695|N|N|Y
82953722|N|N|Y
82953781|N|N|N
82953879|N|N|Y
82953883|N|N|N
82953926|N|N|Y
82953970|N|N|N
82953976|N|N|Y
82954021|N|N|Y
82954103|N|N|Y
82954125|N|N|Y
82954150|N|N|N
82954201|N|N|N
82954236|N|N|Y
82954420|N|N|N
82954465|N|N|Y
82954621|N|N|N
82954630|N|N|N
82954641|N|N|Y
82954674|N|N|Y
82954758|N|N|Y
82954777|N|N|Y
82954870|N|N|N
82954921|N|N|Y
82954942|N|N|Y
82954973|N|N|Y
82955041|N|N|N
82955100|N|N|Y
82955201|N|N|Y
82955208|N|N|Y
82955221|N|N|Y
82955225|N|N|Y
82955263|N|N|N
82955310|N|N|N
82955318|N|N|Y
82955350|N|N|Y
82955431|N|N|Y
82955450|N|N|N
82955461|N|N|N
82955859|N|N|Y
82955881|N|N|N
82955951|N|N|Y
82955966|N|N|Y
82956020|N|N|N
82956086|N|N|Y
82956299|N|N|Y
82956301|N|N|N
82956360|N|N|N
82956400|N|N|Y
82956585|N|N|Y
82956660|N|N|N
82956694|N|N|Y
82956716|N|N|Y
82956721|N|N|N
82956941|N|N|Y
82957039|N|N|N
82957129|N|N|N
82957140|N|N|N
82957141|N|N|N
82957168|N|N|Y
82957210|N|N|N
82957437|N|N|Y
82957482|N|N|Y
82957561|N|N|N
82957600|N|N|N
82957620|N|N|N
82957760|N|N|N
82957840|N|N|N
82957981|N|N|N
82958020|N|N|N
82958023|N|N|Y
82958110|N|N|Y
82958130|N|N|N
82958159|N|N|Y
82958180|N|N|Y
82958340|N|N|N
82958370|N|N|N
82958401|N|N|N
82958510|N|N|Y
82958540|N|N|N
82958556|N|N|Y
82958564|N|N|Y
82958617|N|N|N
82958640|N|N|N
82958820|N|N|N
82958821|N|N|N
82958923|N|N|Y
82958970|N|N|N
82959026|N|N|Y
82959040|N|N|N
82959060|N|N|N
82959105|N|N|Y
82959111|N|N|Y
82959117|N|N|Y
82959143|N|N|Y
82959200|N|N|N
82959217|N|N|Y
82959241|N|N|N
82959265|N|N|Y
82959311|N|N|N
82959365|N|N|Y
82959380|N|N|N
82959440|N|N|N
82959443|N|N|Y
82959462|N|N|Y
82959559|N|N|Y
82959601|N|N|Y
82959611|N|N|Y
82959646|N|N|Y
82959661|N|N|N
82959666|N|N|Y
82959709|N|N|Y
82959790|N|N|N
82959854|N|N|Y
82959863|N|N|Y
82959885|N|N|Y
82959950|N|N|N
82959959|N|N|Y
82959961|N|N|Y
82959984|N|N|Y
82960050|N|N|N
82960079|N|N|Y
82960081|N|N|N
82960143|N|N|Y
82960187|N|N|Y
82960195|N|N|N
82960220|N|N|N
82960343|N|N|Y
82960352|N|N|Y
82960409|N|N|Y
82960501|N|N|N
82960510|N|N|N
82960550|N|N|N
82960580|N|N|N
82960640|N|N|N
82960675|N|N|N
82960680|N|N|Y
82960720|N|N|N
82960728|N|N|Y
82960860|N|N|N
82960890|N|N|N
82960921|N|N|N
82961008|N|N|Y
82961084|N|N|Y
82961121|N|N|Y
82961130|N|N|N
82961145|N|N|Y
82961152|N|N|Y
82961173|N|N|N
82961177|N|N|Y
82961269|N|N|Y
82961341|N|N|N
82961350|N|N|Y
82961366|N|N|Y
82961438|N|N|N
82961439|N|N|Y
82961480|N|N|N
82961495|N|N|Y
82961505|N|N|Y
82961509|N|N|Y
82961530|N|N|Y
82961551|N|N|Y
82961578|N|N|Y
82961593|N|N|Y
82961630|N|N|N
82961689|N|N|Y
82961761|N|N|N
82961767|N|N|Y
82961773|N|N|N
82961779|N|N|Y
82961796|N|N|N
82961806|N|N|Y
82961810|N|N|Y
82961844|N|N|Y
82961848|N|N|Y
82961859|N|N|Y
82961885|N|N|N
82961887|N|N|Y
82961895|N|N|Y
82961922|N|N|Y
82961926|N|N|Y
82961933|N|N|Y
82961950|N|N|N
82961979|N|N|Y
82962060|N|N|N
82962110|N|N|N
82962119|N|N|Y
82962150|N|N|Y
82962181|N|N|N
82962351|N|N|Y
82962420|N|N|N
82962568|N|N|Y
82962590|N|N|N
82962601|N|N|N
82962638|N|N|Y
82962650|N|N|N
82962760|N|N|N
82962840|N|N|N
82962869|N|N|Y
82962892|N|N|Y
82962960|N|N|Y
82963021|N|N|N
82963050|N|N|N
82963079|N|N|N
82963122|N|N|Y
82963136|N|N|Y
82963160|N|N|N
82963209|N|N|Y
82963335|N|N|Y
82963346|N|N|Y
82963351|N|N|N
82963370|N|N|N
82963381|N|N|Y
82963433|N|N|Y
82963441|N|N|N
82963453|N|N|Y
82963509|N|N|N
82963542|N|N|Y
82963593|N|N|N
82963618|N|N|Y
82963640|N|N|N
82963670|N|N|Y
82963779|N|N|Y
82963861|N|N|N
82963909|N|N|Y
82963956|N|N|Y
82963970|N|N|N
82963974|N|N|Y
82964013|N|N|Y
82964016|N|N|Y
82964021|N|N|N
82964029|N|N|Y
82964069|N|N|Y
82964124|N|N|Y
82964281|N|N|N
82964314|N|N|Y
82964349|N|N|Y
82964420|N|N|N
82964480|N|N|N
82964515|N|N|Y
82964533|N|N|Y
82964560|N|N|Y
82964563|N|N|Y
82964670|N|N|N
82964701|N|N|N
82964770|N|N|N
82964867|N|N|Y
82964929|N|N|N
82964970|N|N|Y
82964999|N|N|Y
82965056|N|N|Y
82965061|N|N|Y
82965121|N|N|N
82965129|N|N|Y
82965160|N|N|Y
82965171|N|N|Y
82965211|N|N|Y
82965218|N|N|Y
82965240|N|N|N
82965273|N|N|Y
82965310|N|N|N
82965325|N|N|N
82965519|N|N|Y
82965520|N|N|Y
82965541|N|N|N
82965597|N|N|Y
82965610|N|N|Y
82965618|N|N|N
82965710|N|N|N
82965961|N|N|N
82965986|N|N|Y
82965989|N|N|Y
82966050|N|N|N
82966076|N|N|Y
82966110|N|N|Y
82966138|N|N|Y
82966187|N|N|Y
82966306|N|N|Y
82966353|N|N|Y
82966379|N|N|Y
82966381|N|N|N
82966507|N|N|N
82966660|N|N|Y
82966679|N|N|Y
82966680|N|N|Y
82966801|N|N|N
82966850|N|N|Y
82966852|N|N|Y
82966990|N|N|N
82967096|N|N|Y
82967100|N|N|N
82967160|N|N|Y
82967171|N|N|Y
82967220|N|N|Y
82967221|N|N|N
82967470|N|N|N
82967616|N|N|N
82967641|N|N|N
82967671|N|N|N
82967761|N|N|Y
82967800|N|N|Y
82967808|N|N|Y
82967839|N|N|Y
82967870|N|N|N
82968061|N|N|N
82968085|N|N|N
82968130|N|N|Y
82968206|N|N|Y
82968270|N|N|N
82968273|N|N|Y
82968302|N|N|Y
82968356|N|N|Y
82968473|N|N|Y
82968481|N|N|N
82968549|N|N|Y
82968582|N|N|Y
82968600|N|N|N
82968660|N|N|N
82968686|N|N|Y
82968720|N|N|N
82968750|N|N|N
82968843|N|N|Y
82968869|N|N|Y
82968890|N|N|N
82968901|N|N|N
82968934|N|N|Y
82968946|N|N|Y
82968964|N|N|N
82969106|N|N|Y
82969151|N|N|Y
82969192|N|N|Y
82969193|N|N|Y
82969215|N|N|Y
82969220|N|N|N
82969244|N|N|Y
82969253|N|N|Y
82969306|N|N|Y
82969310|N|N|N
82969321|N|N|N
82969325|N|N|Y
82969332|N|N|Y
82969333|N|N|Y
82969355|N|N|Y
82969361|N|N|Y
82969384|N|N|Y
82969420|N|N|N
82969443|N|N|Y
82969457|N|N|Y
82969464|N|N|Y
82969483|N|N|Y
82969509|N|N|Y
82969521|N|N|Y
82969526|N|N|N
82969528|N|N|Y
82969598|N|N|Y
82969663|N|N|N
82969680|N|N|N
82969715|N|N|Y
82969741|N|N|N
82969846|N|N|Y
82969874|N|N|Y
82969900|N|N|N
82969913|N|N|Y
82969925|N|N|Y
82969944|N|N|Y
82969951|N|N|Y
82969962|N|N|Y
82969968|N|N|N
82970030|N|N|N
82970068|N|N|Y
82970101|N|N|Y
82970134|N|N|Y
82970161|N|N|N
82970180|N|N|N
82970192|N|N|Y
82970340|N|N|N
82970466|N|N|Y
82970581|N|N|N
82970700|N|N|Y
82970780|N|N|N
82970811|N|N|Y
82970820|N|N|N
82970979|N|N|Y
82971001|N|N|N
82971007|N|N|Y
82971100|N|N|Y
82971110|N|N|N
82971138|N|N|Y
82971241|N|N|N
82971350|N|N|N
82971400|N|N|N
82971421|N|N|N
82971446|N|N|Y
82971548|N|N|Y
82971554|N|N|Y
82971684|N|N|Y
82971840|N|N|N
82971841|N|N|N
82971869|N|N|N
82971880|N|N|Y
82971938|N|N|Y
82972089|N|N|Y
82972195|N|N|Y
82972210|N|N|N
82972261|N|N|N
82972297|N|N|Y
82972346|N|N|Y
82972351|N|N|Y
82972560|N|N|N
82972630|N|N|Y
82972681|N|N|N
82972750|N|N|N
82972819|N|N|N
82972885|N|N|Y
82972900|N|N|N
82972943|N|N|Y
82972968|N|N|Y
82972988|N|N|Y
82973040|N|N|Y
82973050|N|N|N
82973101|N|N|N
82973170|N|N|N
82973171|N|N|Y
82973308|N|N|Y
82973318|N|N|Y
82973330|N|N|N
82973378|N|N|Y
82973430|N|N|N
82973510|N|N|N
82973521|N|N|N
82973571|N|N|Y
82973608|N|N|Y
82973698|N|N|Y
82973710|N|N|N
82973712|N|N|Y
