UFID|UF_SECURITY_FLG|UF_PROTECT_FLG|UF_PUBLISH_FLG
84186071|N|N|N
84186093|N|N|Y
84186113|N|N|N
84186121|N|N|Y
84186190|N|N|N
84186242|N|N|Y
84186290|N|N|Y
84186300|N|N|N
84186301|N|N|N
84186330|N|N|N
84186359|N|N|Y
84186393|N|N|Y
84186420|N|N|N
84186450|N|N|Y
84186481|N|N|N
84186547|N|N|Y
84186588|N|N|Y
84186634|N|N|Y
84186783|N|N|Y
84186810|N|N|N
84186840|N|N|Y
84186901|N|N|N
84186921|N|N|Y
84186970|N|N|N
84187012|N|N|Y
84187081|N|N|Y
84187102|N|N|Y
84187173|N|N|Y
84187175|N|N|Y
84187229|N|N|Y
84187315|N|N|Y
84187321|N|N|N
84187370|N|N|N
84187418|N|N|Y
84187431|N|N|Y
84187438|N|N|Y
84187480|N|N|Y
84187600|N|N|N
84187635|N|N|Y
84187650|N|N|N
84187690|N|N|N
84187695|N|N|Y
84187700|N|N|N
84187716|N|N|Y
84187741|N|N|Y
84187845|N|N|Y
84187879|N|N|N
84187958|N|N|Y
84187973|N|N|Y
84187979|N|N|Y
84188111|N|N|N
84188131|N|N|Y
84188161|N|N|N
84188257|N|N|Y
84188330|N|N|Y
84188345|N|N|Y
84188381|N|N|Y
84188554|N|N|Y
84188581|N|N|N
84188588|N|N|Y
84188657|N|N|Y
84188668|N|N|Y
84188798|N|N|Y
84188800|N|N|N
84188833|N|N|Y
84188929|N|N|N
84188931|N|N|Y
84188959|N|N|Y
84188960|N|N|N
84188984|N|N|Y
84189001|N|N|N
84189010|N|N|N
84189106|N|N|Y
84189120|N|N|Y
84189121|N|N|Y
84189135|N|N|Y
84189160|N|N|Y
84189161|N|N|Y
84189189|N|N|N
84189281|N|N|N
84189311|N|N|N
84189331|N|N|Y
84189339|N|N|Y
84189361|N|N|Y
84189416|N|N|Y
84189421|N|N|N
84189451|N|N|Y
84189457|N|N|N
84189473|N|N|Y
84189519|N|N|Y
84189529|N|N|Y
84189539|N|N|Y
84189563|N|N|Y
84189599|N|N|Y
84189623|N|N|Y
84189640|N|N|N
84189653|N|N|Y
84189665|N|N|Y
84189785|N|N|N
84189831|N|N|Y
84189841|N|N|Y
84189851|N|N|Y
84189880|N|N|Y
84189884|N|N|Y
84189916|N|N|Y
84189930|N|N|N
84189949|N|N|Y
84189950|N|Y|N
84189984|N|N|Y
84189991|N|N|Y
84190074|N|N|Y
84190116|N|N|Y
84190119|N|N|Y
84190151|N|N|Y
84190169|N|N|Y
84190261|N|N|Y
84190300|N|N|N
84190350|N|N|Y
84190421|N|N|Y
84190460|N|N|Y
84190530|N|N|Y
84190549|N|N|Y
84190654|N|N|N
84190668|N|N|Y
84190681|N|N|Y
84190800|N|N|Y
84190817|N|N|Y
84190870|N|N|N
84190945|N|N|Y
84190962|N|N|Y
84191010|N|N|N
84191021|N|N|Y
84191026|N|N|Y
84191029|N|N|Y
84191035|N|N|N
84191041|N|N|N
84191081|N|N|Y
84191100|N|N|N
84191101|N|N|N
84191115|N|N|Y
84191116|N|N|N
84191153|N|N|Y
84191159|N|N|N
84191188|N|N|Y
84191189|N|N|Y
84191205|N|N|Y
84191216|N|N|Y
84191246|N|N|Y
84191251|N|N|Y
84191268|N|N|Y
84191289|N|N|Y
84191294|N|N|Y
84191324|N|N|N
84191329|N|N|Y
84191351|N|N|Y
84191380|N|N|Y
84191384|N|N|Y
84191399|N|N|Y
84191414|N|N|Y
84191420|N|N|N
84191424|N|N|Y
84191435|N|N|N
84191436|N|N|Y
84191443|N|N|Y
84191445|N|N|Y
84191491|N|N|Y
84191501|N|N|Y
84191503|N|N|Y
84191508|N|N|Y
84191513|N|N|N
84191521|N|N|N
84191533|N|N|Y
84191541|N|N|N
84191551|N|N|N
84191560|N|N|Y
84191571|N|N|Y
84191580|N|N|Y
84191617|N|N|Y
84191624|N|N|Y
84191645|N|N|Y
84191660|N|N|Y
84191669|N|N|Y
84191676|N|N|Y
84191681|N|N|Y
84191687|N|N|Y
84191694|N|N|Y
84191700|N|N|N
84191709|N|N|N
84191710|N|N|Y
84191767|N|N|Y
84191770|N|N|N
84191798|N|N|Y
84191808|N|N|Y
84191818|N|N|Y
84191824|N|N|N
84191829|N|N|Y
84191844|N|N|Y
84191865|N|N|Y
84191870|N|N|N
84191911|N|N|Y
84191912|N|N|Y
84191941|N|N|N
84191946|N|N|Y
84191949|N|N|Y
84191951|N|N|Y
84191965|N|N|Y
84191974|N|N|N
84192035|N|N|Y
84192044|N|N|Y
84192060|N|N|N
84192303|N|N|Y
84192361|N|N|N
84192374|N|N|N
84192390|N|N|N
84192412|N|N|Y
84192420|N|N|N
84192424|N|N|Y
84192454|N|N|Y
84192465|N|N|Y
84192506|N|N|Y
84192509|N|N|Y
84192550|N|N|N
84192585|N|N|Y
84192613|N|N|N
84192630|N|N|N
84192644|N|N|Y
84192655|N|N|Y
84192666|N|N|Y
84192680|N|N|Y
84192691|N|N|Y
84192730|N|N|N
84192740|N|N|N
84192781|N|N|N
84192801|N|N|Y
84192810|N|N|N
84192870|N|N|N
84192889|N|N|Y
84192900|N|N|N
84192921|N|N|Y
84192934|N|N|Y
84192979|N|N|Y
84193034|N|N|Y
84193046|N|N|Y
84193126|N|N|Y
84193145|N|N|Y
84193193|N|N|Y
84193201|N|N|Y
84193231|N|N|N
84193261|N|N|Y
84193270|N|N|N
84193280|N|N|N
84193282|N|N|Y
84193403|N|N|Y
84193410|N|N|N
84193460|N|N|Y
84193462|N|N|Y
84193525|N|N|Y
84193575|N|N|Y
84193621|N|N|Y
84193667|N|N|Y
84193754|N|N|Y
84193789|N|N|Y
84193880|N|N|N
84193910|N|N|N
84193921|N|N|Y
84193926|N|N|Y
84193931|N|N|Y
84193933|N|N|Y
84193979|N|N|Y
84193996|N|N|Y
84194040|N|N|N
84194041|N|N|Y
84194067|N|N|Y
84194081|N|N|Y
84194114|N|N|Y
84194139|N|N|Y
84194145|N|N|Y
84194150|N|N|N
84194170|N|N|Y
84194176|N|N|Y
84194181|N|N|Y
84194184|N|N|Y
84194191|N|N|N
84194193|N|N|Y
84194208|N|N|Y
84194311|N|N|N
84194320|N|N|N
84194326|N|N|Y
84194352|N|N|Y
84194357|N|N|Y
84194380|N|N|Y
84194415|N|N|Y
84194418|N|N|Y
84194425|N|N|Y
84194440|N|N|N
84194453|N|N|Y
84194461|N|N|Y
84194511|N|N|N
84194532|N|N|Y
84194543|N|N|Y
84194545|N|N|Y
84194559|N|N|Y
84194560|N|N|Y
84194562|N|N|Y
84194584|N|N|Y
84194611|N|N|Y
84194617|N|N|Y
84194643|N|N|Y
84194720|N|N|Y
84194749|N|N|Y
84194751|N|N|Y
84194790|N|N|N
84194811|N|N|Y
84194838|N|N|Y
84194839|N|N|Y
84194853|N|N|Y
84194856|N|N|Y
84194862|N|N|Y
84194881|N|N|Y
84194901|N|N|Y
84194905|N|N|Y
84194906|N|Y|Y
84194912|N|N|Y
84194918|N|N|Y
84194919|N|N|Y
84194922|N|N|Y
84194940|N|N|N
84194959|N|N|Y
84194979|N|N|Y
84194988|N|N|Y
84194992|N|N|Y
84195020|N|N|N
84195061|N|N|N
84195139|N|N|Y
84195140|N|N|N
84195161|N|N|N
84195169|N|N|Y
84195187|N|N|Y
84195189|N|N|Y
84195196|N|N|Y
84195275|N|N|Y
84195280|N|N|N
84195290|N|N|Y
84195301|N|N|Y
84195310|N|N|N
84195378|N|N|Y
84195390|N|N|Y
84195449|N|N|Y
84195485|N|N|Y
84195500|N|N|N
84195510|N|N|N
84195531|N|N|Y
84195570|N|N|N
84195586|N|N|Y
84195593|N|N|Y
84195602|N|N|Y
84195660|N|N|N
84195663|N|N|Y
84195680|N|N|N
84195700|N|N|N
84195750|N|N|N
84195769|N|N|N
84195812|N|N|Y
84195831|N|N|Y
84195838|N|N|Y
84195854|N|Y|Y
84195875|N|N|Y
84195904|N|N|Y
84195931|N|N|Y
84195934|N|N|Y
84195981|N|N|Y
84196018|N|N|Y
84196052|N|N|Y
84196105|N|N|Y
84196113|N|N|Y
84196114|N|N|Y
84196124|N|N|Y
84196128|N|N|Y
84196141|N|N|N
84196164|N|N|Y
84196172|N|N|Y
84196225|N|N|Y
84196236|N|N|Y
84196253|N|N|Y
84196340|N|N|N
84196343|N|N|Y
84196350|N|N|Y
84196371|N|N|Y
84196372|N|N|Y
84196379|N|N|Y
84196408|N|N|Y
84196444|N|N|N
84196474|N|N|Y
84196553|N|N|Y
84196561|N|N|N
84196580|N|N|N
84196600|N|N|N
84196650|N|N|Y
84196761|N|N|Y
84196770|N|N|N
84196862|N|N|Y
84196909|N|N|Y
84196913|N|N|Y
84196939|N|N|Y
84196940|N|N|N
84196955|N|N|Y
84196961|N|N|Y
84196970|N|N|N
84196978|N|N|Y
84196979|N|N|N
84196981|N|N|N
84196989|N|N|Y
84197160|N|N|N
84197178|N|N|N
84197200|N|N|N
84197282|N|N|Y
84197344|N|N|Y
84197347|N|N|N
84197401|N|N|N
84197413|N|N|Y
84197454|N|N|Y
84197460|N|N|N
84197461|N|N|Y
84197489|N|N|Y
84197504|N|N|Y
84197556|N|N|N
84197570|N|N|N
84197606|N|N|Y
84197688|N|N|Y
84197710|N|N|Y
84197821|N|N|N
84197829|N|N|Y
84197841|N|N|N
84197915|N|N|Y
84197926|N|N|Y
84197930|N|N|N
84197939|N|N|Y
84197949|N|N|Y
84197955|N|N|Y
84197995|N|N|Y
84198071|N|N|Y
84198100|N|N|Y
84198132|N|N|Y
84198170|N|N|N
84198187|N|N|Y
84198193|N|N|Y
84198212|N|N|Y
84198241|N|N|N
84198247|N|N|Y
84198270|N|N|Y
84198340|N|N|N
84198343|N|N|Y
84198379|N|N|Y
84198439|N|N|Y
84198500|N|N|Y
84198521|N|N|Y
84198536|N|N|Y
84198540|N|N|N
84198563|N|N|Y
84198570|N|N|N
84198629|N|N|Y
84198649|N|N|Y
84198661|N|N|N
84198678|N|N|Y
84198750|N|N|N
84198751|N|N|Y
84198769|N|N|N
84198823|N|N|Y
84198854|N|N|Y
84198875|N|N|N
84198919|N|N|Y
84198925|N|N|N
84198946|N|N|Y
84198990|N|N|N
84199021|N|N|Y
84199077|N|N|Y
84199081|N|N|N
84199101|N|N|Y
84199133|N|N|Y
84199146|N|N|Y
84199189|N|N|Y
84199257|N|N|Y
84199260|N|N|Y
84199292|N|N|Y
84199298|N|N|Y
84199305|N|N|Y
84199356|N|N|Y
84199360|N|N|N
84199370|N|N|N
84199405|N|N|Y
84199425|N|N|N
84199446|N|N|Y
84199465|N|N|Y
84199480|N|N|Y
84199494|N|N|N
84199501|N|N|N
84199505|N|N|N
84199533|N|N|Y
84199549|N|N|Y
84199553|N|N|Y
84199554|N|N|Y
84199610|N|N|Y
84199618|N|N|Y
84199632|N|N|Y
84199636|N|N|N
84199637|N|N|Y
84199723|N|N|Y
84199733|N|N|Y
84199743|N|N|Y
84199816|N|N|Y
84199888|N|N|Y
84199921|N|N|N
84199933|N|N|Y
84199939|N|N|Y
84199946|N|N|Y
84199966|N|N|Y
84199972|N|N|Y
84199988|N|N|Y
84200159|N|N|Y
84200220|N|N|N
84200340|N|N|N
84200341|N|N|N
84200450|N|N|N
84200476|N|N|Y
84200503|N|N|N
84200590|N|N|Y
84200700|N|N|Y
84200761|N|N|N
84200770|N|N|Y
84200842|N|N|Y
84201010|N|N|N
84201019|N|N|Y
84201055|N|N|N
84201071|N|N|N
84201089|N|N|Y
84201094|N|N|Y
84201101|N|N|Y
84201181|N|N|N
84201190|N|N|N
84201219|N|N|Y
84201241|N|N|Y
84201366|N|N|N
84201383|N|N|Y
84201390|N|N|Y
84201530|N|N|N
84201580|N|N|N
84201596|N|N|Y
84201601|N|N|N
84201640|N|N|N
84201782|N|N|Y
84201850|N|N|N
84201910|N|N|N
84201951|N|N|Y
84201962|N|N|Y
84202021|N|N|N
84202081|N|N|N
84202192|N|N|Y
84202200|N|N|Y
84202323|N|N|Y
84202415|N|N|Y
84202441|N|N|N
84202591|N|N|Y
84202670|N|N|N
84202705|N|N|Y
84202861|N|N|N
84202864|N|N|Y
84202990|N|N|N
84203250|N|N|N
84203281|N|N|N
84203369|N|N|Y
84203405|N|N|Y
84203440|N|N|Y
84203448|N|N|Y
84203449|N|N|Y
84203470|N|N|N
84203480|N|N|N
84203530|N|N|N
84203550|N|N|N
84203570|N|N|N
84203659|N|N|N
84203701|N|N|N
84203786|N|N|Y
84203834|N|N|Y
84203933|N|N|Y
84203946|N|N|Y
84203980|N|N|N
84203985|N|N|Y
84204121|N|N|N
84204191|N|N|Y
84204200|N|N|N
84204201|N|N|Y
84204340|N|N|N
84204350|N|N|Y
84204487|N|N|Y
84204541|N|N|N
84204840|N|N|N
84204930|N|N|N
84204934|N|N|Y
84204940|N|N|Y
84204961|N|N|N
84205028|N|N|Y
84205124|N|N|Y
84205237|N|N|N
84205290|N|N|N
84205381|N|N|N
84205400|N|N|N
84205550|N|N|Y
84205569|N|N|Y
84205586|N|N|Y
84205650|N|N|N
84205677|N|N|Y
84205801|N|N|N
84205980|N|N|N
84206000|N|N|N
84206010|N|N|N
84206080|N|N|N
84206110|N|N|Y
84206130|N|N|Y
84206221|N|N|N
84206240|N|N|Y
84206300|N|N|N
84206329|N|N|Y
84206420|N|N|Y
84206510|N|N|Y
84206641|N|N|N
84206651|N|N|Y
84206815|N|N|N
84206901|N|N|Y
84206930|N|N|Y
84207060|N|N|N
84207061|N|N|N
84207130|N|N|Y
84207163|N|N|Y
84207192|N|N|Y
84207300|N|N|Y
84207400|N|N|N
84207481|N|N|N
84207620|N|N|Y
84207681|N|N|Y
84207733|N|N|Y
84207780|N|N|N
84207901|N|N|N
84207906|N|N|Y
84207990|N|N|N
84208000|N|N|N
84208080|N|N|Y
84208150|N|N|N
84208274|N|N|Y
84208390|N|N|N
84208393|N|N|N
84208649|N|N|Y
84208700|N|N|Y
84208741|N|N|N
84208815|N|N|Y
84208860|N|N|N
84208930|N|N|Y
84209050|N|N|N
84209105|N|N|Y
84209149|N|N|Y
84209161|N|N|N
84209250|N|N|N
84209290|N|N|N
84209330|N|N|N
84209356|N|N|Y
84209392|N|N|Y
84209581|N|N|N
84209720|N|N|N
84209770|N|N|N
84209840|N|N|N
84209897|N|N|N
84209971|N|N|N
84210001|N|N|N
84210103|N|N|Y
84210135|N|N|Y
84210284|N|N|Y
84210355|N|N|N
84210421|N|N|N
84210428|N|N|Y
84210438|N|N|Y
84210721|N|N|Y
84210841|N|N|N
84210878|N|N|Y
84210919|N|N|Y
84210979|N|N|Y
84211012|N|N|Y
84211022|N|N|Y
84211095|N|N|Y
84211101|N|N|Y
84211109|N|N|Y
84211111|N|N|Y
84211118|N|N|Y
84211215|N|N|Y
84211222|N|N|Y
84211261|N|N|N
84211270|N|N|N
84211315|N|N|Y
84211341|N|N|Y
84211383|N|N|Y
84211388|N|N|Y
84211398|N|N|Y
84211403|N|N|Y
84211406|N|N|Y
84211489|N|N|Y
84211520|N|N|Y
84211549|N|N|N
84211580|N|N|N
84211601|N|N|Y
84211613|N|N|Y
84211614|N|N|Y
84211621|N|N|Y
84211630|N|N|Y
84211660|N|N|N
84211681|N|N|N
84211693|N|N|Y
84211695|N|N|N
84211730|N|N|N
84211740|N|N|N
84211841|N|N|Y
84211881|N|N|Y
84211899|N|N|Y
84211936|N|N|Y
84211964|N|N|Y
84212050|N|N|N
84212061|N|N|Y
84212090|N|N|N
84212101|N|N|N
84212112|N|N|Y
84212114|N|N|Y
84212147|N|N|N
84212226|N|N|Y
84212241|N|N|Y
84212270|N|N|N
84212310|N|N|N
84212320|N|N|N
84212364|N|N|Y
84212410|N|N|N
84212439|N|N|Y
84212521|N|N|N
84212602|N|N|Y
84212620|N|N|Y
84212784|N|N|Y
84212934|N|N|Y
84212941|N|N|N
84212956|N|N|Y
84213107|N|N|Y
84213120|N|N|N
84213127|N|N|N
84213143|N|N|Y
84213300|N|N|N
84213341|N|N|Y
84213361|N|N|N
84213369|N|N|N
84213411|N|N|Y
84213412|N|N|Y
84213445|N|N|N
84213480|N|N|N
84213550|N|N|N
84213584|N|N|Y
84213606|N|N|Y
84213684|N|N|Y
84213754|N|N|Y
84213781|N|N|N
84213789|N|N|Y
84213820|N|N|Y
84213850|N|N|Y
84213910|N|N|Y
84213913|N|N|Y
84213920|N|N|N
84213936|N|N|Y
84213989|N|N|Y
84213994|N|N|Y
84214001|N|N|Y
84214011|N|N|Y
84214199|N|N|Y
84214201|N|N|N
84214225|N|N|Y
84214230|N|N|Y
84214315|N|N|Y
84214341|N|N|Y
84214343|N|N|Y
84214362|N|N|Y
84214376|N|N|Y
84214400|N|N|N
84214401|N|N|Y
84214416|N|N|N
84214449|N|N|Y
84214550|N|N|N
84214593|N|N|Y
84214621|N|N|N
84214669|N|N|Y
84214673|N|N|Y
84214690|N|N|Y
84214699|N|N|Y
84214705|N|N|N
84214746|N|N|Y
84214766|N|N|Y
84214832|N|N|Y
84214920|N|N|Y
84214950|N|N|Y
84214958|N|N|Y
84214966|N|N|Y
84214984|N|N|N
84215041|N|N|N
84215091|N|N|Y
84215100|N|N|Y
84215105|N|N|Y
84215106|N|N|Y
84215109|N|N|Y
84215151|N|N|Y
84215160|N|N|N
84215259|N|N|Y
84215307|N|N|Y
84215314|N|N|N
84215336|N|N|Y
84215370|N|N|N
84215374|N|N|Y
84215461|N|N|N
84215478|N|N|Y
84215660|N|N|N
84215848|N|N|Y
84215850|N|N|N
84215871|N|N|Y
84215881|N|N|N
84215900|N|N|N
84215963|N|N|N
84216079|N|N|Y
84216121|N|N|Y
84216123|N|N|Y
84216131|N|N|Y
84216144|N|N|Y
84216181|N|N|Y
84216196|N|N|Y
84216270|N|N|N
84216283|N|N|N
84216301|N|N|N
84216310|N|N|N
84216356|N|N|Y
84216389|N|N|Y
84216446|N|N|Y
84216480|N|N|N
84216530|N|N|N
84216560|N|N|N
84216600|N|N|N
84216669|N|N|Y
84216721|N|N|N
84216740|N|N|N
84216770|N|N|N
84216775|N|N|Y
84216800|N|N|Y
84216822|N|N|Y
84216841|N|N|Y
84216930|N|N|Y
84216941|N|N|Y
84216948|N|N|Y
84216966|N|N|Y
84216976|N|N|Y
84217127|N|N|Y
84217133|N|N|Y
84217141|N|N|N
84217142|N|N|Y
84217210|N|N|N
84217336|N|N|Y
84217471|N|N|Y
84217510|N|N|Y
84217560|N|N|N
84217561|N|N|N
84217565|N|N|Y
84217590|N|N|N
84217610|N|N|N
84217650|N|N|N
84217674|N|N|Y
84217810|N|N|Y
84217815|N|N|Y
84217860|N|N|N
84217861|N|N|N
84217942|N|N|Y
84217954|N|N|Y
84217981|N|N|N
84218012|N|N|Y
84218020|N|N|N
84218164|N|N|Y
84218250|N|N|N
84218308|N|N|Y
84218354|N|N|Y
84218401|N|N|N
84218410|N|N|Y
84218510|N|N|Y
84218540|N|N|N
84218552|N|N|Y
84218553|N|N|Y
84218725|N|N|Y
84218755|N|N|N
84218813|N|N|Y
84218821|N|N|N
84218850|N|N|N
84218890|N|N|N
84218913|N|N|Y
84218934|N|N|Y
84218961|N|N|Y
84218965|N|N|N
84219036|N|N|Y
84219051|N|N|Y
84219088|N|N|Y
84219094|N|N|Y
84219123|N|N|Y
84219130|N|N|Y
84219181|N|N|Y
84219229|N|N|Y
84219241|N|N|N
84219371|N|N|Y
84219419|N|N|Y
84219439|N|N|N
84219460|N|N|Y
84219463|N|N|Y
84219470|N|N|N
84219484|N|N|N
84219524|N|N|Y
84219571|N|N|Y
84219635|N|N|Y
84219661|N|N|N
84219690|N|N|N
84219717|N|N|Y
84219760|N|N|N
84219794|N|N|Y
84219803|N|N|Y
84219805|N|N|Y
84219864|N|N|Y
84219868|N|N|Y
84219895|N|N|Y
84219908|N|N|Y
84219940|N|N|Y
84219969|N|N|Y
84219991|N|N|Y
84220081|N|N|N
84220150|N|N|N
84220176|N|N|Y
84220180|N|N|N
84220230|N|N|N
84220240|N|N|N
84220501|N|N|N
84220537|N|N|Y
84220600|N|N|N
84220717|N|N|Y
84220750|N|N|N
84220859|N|N|Y
84220921|N|N|N
84221005|N|N|Y
84221017|N|N|N
84221225|N|N|Y
84221248|N|N|Y
84221258|N|N|Y
84221280|N|N|Y
84221341|N|N|N
84221410|N|N|N
84221511|N|N|Y
84221540|N|Y|Y
84221571|N|N|Y
84221640|N|N|N
84221654|N|N|N
84221761|N|N|N
84221799|N|N|Y
84221846|N|N|Y
84221890|N|N|Y
84221920|N|N|Y
84222023|N|N|Y
84222050|N|N|N
84222181|N|N|N
84222194|N|N|Y
84222340|N|N|Y
84222430|N|N|N
84222595|N|N|N
84222601|N|N|N
84222630|N|N|Y
84222766|N|N|Y
84222881|N|N|Y
84222920|N|N|N
84222980|N|N|N
84223021|N|N|N
84223100|N|N|N
84223300|N|N|N
84223330|N|N|Y
84223422|N|N|Y
84223441|N|N|N
84223500|N|N|N
84223509|N|N|Y
84223540|N|N|N
84223560|N|N|Y
84223573|N|N|Y
84223630|N|N|N
84223820|N|N|N
84223861|N|N|N
84223910|N|N|N
84223920|N|N|N
84223963|N|N|Y
84224110|N|N|N
84224173|N|N|N
84224200|N|N|N
84224252|N|N|Y
84224281|N|N|N
84224336|N|N|Y
84224350|N|N|N
84224504|N|N|Y
84224650|N|N|N
84224701|N|N|N
84224830|N|N|Y
84224860|N|N|N
84224995|N|N|Y
84225045|N|N|Y
84225121|N|N|N
84225178|N|N|Y
84225180|N|N|N
84225281|N|N|Y
84225301|N|N|Y
84225381|N|N|Y
84225404|N|N|Y
84225541|N|N|N
84225586|N|N|Y
84225690|N|N|N
84225738|N|N|Y
84225751|N|N|N
84225800|N|N|N
84225961|N|N|N
84226120|N|N|N
84226124|N|N|Y
84226127|N|N|Y
84226130|N|N|N
84226189|N|N|Y
84226260|N|N|N
84226300|N|N|Y
84226340|N|N|Y
84226381|N|N|N
84226481|N|N|Y
84226530|N|N|N
84226550|N|N|N
84226610|N|N|N
84226668|N|N|Y
84226750|N|N|Y
84226801|N|N|N
84226858|N|N|Y
84226863|N|N|Y
84226910|N|N|N
84227146|N|N|Y
84227150|N|N|N
84227160|N|N|N
84227209|N|N|Y
84227221|N|N|N
84227224|N|N|Y
84227329|N|N|N
84227330|N|N|N
84227340|N|N|N
84227390|N|N|N
84227450|N|N|N
84227630|N|N|N
84227641|N|N|N
84227667|N|N|Y
84227750|N|N|Y
84227967|N|N|Y
84228061|N|N|N
84228069|N|N|Y
84228070|N|N|N
84228291|N|N|Y
84228481|N|N|N
84228640|N|N|N
84228710|N|N|Y
84228832|N|N|Y
84228901|N|N|N
84228907|N|N|N
84228920|N|N|Y
84228990|N|N|Y
84229021|N|N|Y
84229283|N|N|Y
84229321|N|N|N
84229373|N|N|Y
84229421|N|N|Y
84229453|N|N|Y
84229479|N|N|Y
84229654|N|N|Y
84229741|N|N|N
84229914|N|N|Y
84229920|N|N|N
84229957|N|N|Y
84229969|N|N|N
84230130|N|N|N
84230161|N|N|N
84230196|N|N|Y
84230392|N|N|Y
84230455|N|N|Y
84230485|N|N|N
84230581|N|N|Y
84230600|N|N|Y
84230939|N|N|Y
84230996|N|N|Y
84230998|N|N|Y
84231001|N|N|N
84231160|N|N|N
84231170|N|N|N
84231421|N|N|Y
84231429|N|N|Y
84231463|N|N|Y
84231467|N|N|N
84231510|N|N|N
84231537|N|N|Y
84231610|N|N|N
84231682|N|N|Y
84231701|N|N|Y
84231841|N|N|Y
84231861|N|N|Y
84231940|N|N|N
84232060|N|N|N
84232063|N|N|N
84232078|N|N|Y
84232111|N|N|Y
84232130|N|N|N
84232261|N|N|N
84232425|N|N|Y
84232467|N|N|Y
84232619|N|N|Y
84232670|N|N|N
84232681|N|N|N
84232760|N|N|N
84232860|N|N|N
84232980|N|N|N
84233101|N|N|N
84233160|N|N|Y
84233168|N|N|Y
84233230|N|N|Y
84233260|N|N|Y
84233330|N|N|N
84233400|N|N|N
84233410|N|N|N
84233521|N|N|N
84233580|N|N|N
84233640|N|N|N
84233641|N|N|N
84233650|N|N|N
84233701|N|N|Y
84233840|N|N|N
84233911|N|N|Y
84233941|N|N|N
84234242|N|N|Y
84234329|N|N|Y
84234361|N|N|N
84234490|N|N|N
84234520|N|N|N
84234530|N|N|N
84234654|N|N|Y
84234781|N|N|N
84234783|N|N|Y
84234934|N|N|Y
84235029|N|N|Y
84235090|N|N|N
84235140|N|N|N
84235150|N|N|N
84235156|N|N|Y
84235201|N|N|Y
84235219|N|N|N
84235240|N|N|N
84235290|N|N|N
84235310|N|N|N
84235324|N|N|Y
84235340|N|N|Y
84235397|N|N|Y
84235420|N|N|Y
84235460|N|N|Y
84235480|N|N|Y
84235621|N|N|N
84235820|N|N|Y
84235865|N|N|Y
84236041|N|N|N
84236140|N|N|Y
84236200|N|N|Y
84236230|N|N|N
84236406|N|N|Y
84236461|N|N|N
84236520|N|N|N
84236626|N|N|Y
84236650|N|N|Y
84236698|N|N|Y
84236760|N|N|N
84236797|N|N|N
84236800|N|N|N
84236881|N|N|N
84236883|N|N|Y
84236920|N|N|Y
84236947|N|N|Y
84237030|N|N|Y
84237090|N|N|N
84237170|N|N|N
84237301|N|N|N
84237360|N|N|N
84237480|N|N|Y
84237488|N|N|Y
84237550|N|N|N
84237626|N|N|Y
84237660|N|N|Y
84237721|N|N|N
84237820|N|N|N
84237840|N|N|N
84237960|N|N|N
84238029|N|N|Y
84238141|N|N|N
84238341|N|N|Y
84238355|N|N|Y
84238369|N|N|Y
84238375|N|N|N
84238379|N|N|Y
84238440|N|N|N
84238559|N|N|Y
84238561|N|N|Y
84238570|N|N|Y
84238758|N|N|Y
84238911|N|N|Y
84238981|N|N|Y
84239111|N|N|Y
84239112|N|N|Y
84239148|N|N|Y
84239200|N|N|N
84239296|N|N|Y
84239390|N|N|N
84239401|N|N|Y
84239460|N|N|N
84239520|N|N|Y
84239580|N|N|N
84239652|N|N|Y
84239663|N|N|Y
84239695|N|N|Y
84239780|N|N|N
84239790|N|N|N
84239821|N|N|Y
84239855|N|N|Y
84239860|N|N|N
84239953|N|N|N
84239981|N|N|N
84240121|N|N|Y
84240178|N|N|Y
84240190|N|N|N
84240193|N|N|Y
84240200|N|N|Y
84240241|N|N|Y
84240282|N|N|N
84240435|N|N|Y
84240598|N|N|Y
84240661|N|N|Y
84240734|N|N|Y
84240750|N|N|N
84240991|N|N|Y
84241000|N|N|N
84241040|N|N|Y
84241060|N|N|N
84241081|N|N|Y
84241123|N|N|Y
84241160|N|N|N
84241240|N|N|N
84241275|N|N|Y
84241308|N|N|Y
84241310|N|N|N
84241341|N|N|Y
84241400|N|N|N
84241430|N|N|N
84241500|N|N|Y
84241501|N|N|N
84241510|N|N|N
84241531|N|N|N
84241579|N|N|N
84241650|N|N|N
84241660|N|N|N
84241750|N|N|N
84241780|N|N|N
84241816|N|N|Y
84241830|N|N|N
84241860|N|N|Y
84241914|N|N|Y
84241921|N|N|N
84241990|N|N|N
84241994|N|N|Y
84242020|N|N|Y
84242084|N|N|Y
84242090|N|N|N
84242142|N|N|Y
84242173|N|N|Y
84242341|N|N|N
84242357|N|N|Y
84242380|N|N|Y
84242720|N|N|N
84242761|N|N|N
84242827|N|N|Y
84242898|N|N|Y
84242939|N|N|Y
84243053|N|N|Y
84243109|N|N|N
84243170|N|N|N
84243181|N|N|Y
84243250|N|N|N
84243270|N|N|N
84243350|N|Y|N
84243390|N|N|N
84243439|N|N|Y
84243460|N|N|N
84243570|N|N|Y
84243600|N|N|N
84243601|N|N|Y
84243628|N|N|Y
84243686|N|N|Y
84243690|N|N|N
84243729|N|N|Y
84243776|N|N|Y
84243850|N|N|N
84243853|N|N|Y
84243930|N|N|N
84243941|N|N|Y
84243950|N|N|Y
84243959|N|N|N
84243961|N|N|Y
